datetime,tempmin,temp,tempmax
2025-06-23,22.6,29.7,35.3
2025-06-24,26.3,32.7,38.8
2025-06-25,26.2,30.0,34.4
2025-06-26,16.8,20.2,27.1
2025-06-27,15.0,19.0,22.5
2025-06-28,15.5,19.4,24.3
2025-06-29,18.6,24.2,29.5
