time,temperature_2m_min,temperature_2m_mean,temperature_2m_max,weathercode
2025-08-11,20.9,27.7,34.7,3
2025-08-12,22.1,28.0,34.5,3
2025-08-13,21.2,25.8,32.4,65
2025-08-14,22.2,25.2,29.8,61
2025-08-15,19.4,22.6,24.9,1
2025-08-16,16.5,22.8,28.3,3
2025-08-17,20.2,25.3,32.4,63
